uf,muni_key,year,value_dis_main,n_loans_main,value_dis_pa,n_loans_pa,in_main,in_pa
RS,ALVORADA,2007,1903500,2,1903500,2,TRUE,TRUE
RS,ALVORADA,2008,859599495,2,394170,1,TRUE,TRUE
RS,AMARAL FERRADOR,2008,342000,1,342000,1,TRUE,TRUE
RS,AMARAL FERRADOR,2011,472700,1,472700,1,TRUE,TRUE
RS,AMETISTA DO SUL,2007,382000,2,382000,2,TRUE,TRUE
RS,ANTA GORDA,2004,350000,1,350000,1,TRUE,TRUE
RS,ANTONIO PRADO,2007,1250000,1,1250000,1,TRUE,TRUE
RS,ANTONIO PRADO,2008,426200,1,426200,1,TRUE,TRUE
RS,ARARICA,2009,476760,1,476760,1,TRUE,TRUE
RS,ARATIBA,2009,1000000,1,1000000,1,TRUE,TRUE
RS,ARROIO DO MEIO,2009,1191490,3,1191490,3,TRUE,TRUE
RS,ARROIO DO PADRE,2010,650000,1,650000,1,TRUE,TRUE
RS,ARROIO DO SAL,2010,600000,1,600000,1,TRUE,TRUE
RS,ARROIO DO SAL,2011,199000,1,199000,1,TRUE,TRUE
RS,ARROIO DO TIGRE,2004,380000,1,380000,1,TRUE,TRUE
RS,ARROIO DO TIGRE,2008,666000,1,666000,1,TRUE,TRUE
RS,ARROIO DOS RATOS,2011,1129500,1,1129500,1,TRUE,TRUE
RS,ARROIO GRANDE,2007,1099933,1,1099933,1,TRUE,TRUE
RS,ARROIO GRANDE,2008,499970,1,499970,1,TRUE,TRUE
RS,ARROIO GRANDE,2011,779000,2,779000,2,TRUE,TRUE
RS,ARROIO GRANDE,2014,1263000,1,1263000,1,TRUE,TRUE
RS,ARVOREZINHA,2003,553997,1,553997,1,TRUE,TRUE
RS,ARVOREZINHA,2006,970000,2,970000,2,TRUE,TRUE
RS,ARVOREZINHA,2016,1684048,2,1684048,2,TRUE,TRUE
RS,AUGUSTO PESTANA,2002,275664,2,275664,2,TRUE,TRUE
RS,AUGUSTO PESTANA,2006,760000,2,760000,2,TRUE,TRUE
RS,AUGUSTO PESTANA,2008,380250,1,380250,1,TRUE,TRUE
RS,AUREA,2009,700000,1,700000,1,TRUE,TRUE
RS,AUREA,2011,246000,1,246000,1,TRUE,TRUE
RS,BAGE,2002,297896,2,297896,2,TRUE,TRUE
RS,BAGE,2003,209805224,1,2098052,1,TRUE,TRUE
RS,BAGE,2004,477898132,1,4778981,1,TRUE,TRUE
RS,BAGE,2011,1919800,1,1919800,1,TRUE,TRUE
RS,BAGE,2012,1507760,1,1507760,1,TRUE,TRUE
RS,BALNEARIO PINHAL,2010,390000,1,390000,1,TRUE,TRUE
RS,BALNEARIO PINHAL,2012,321000,2,321000,2,TRUE,TRUE
RS,BARAO,2007,223200,1,223200,1,TRUE,TRUE
RS,BARAO DE COTEGIPE,2007,550000,2,550000,2,TRUE,TRUE
RS,BARAO DE COTEGIPE,2012,198000,1,198000,1,TRUE,TRUE
RS,BARAO DO TRIUNFO,2008,527450,1,527450,1,TRUE,TRUE
RS,BARAO DO TRIUNFO,2009,882600,1,882600,1,TRUE,TRUE
RS,BARRA DO GUARITA,2012,572400,1,572400,1,TRUE,TRUE
RS,BARRA DO QUARAI,2007,573500,1,573500,1,TRUE,TRUE
RS,BARRA DO RIBEIRO,2004,13817548,1,138175,1,TRUE,TRUE
RS,BARRA DO RIO AZUL,2008,240750,1,240750,1,TRUE,TRUE
RS,BARRA DO RIO AZUL,2011,600000,1,600000,1,TRUE,TRUE
RS,BARRACAO,2008,240750,1,240750,1,TRUE,TRUE
RS,BARRACAO,2010,1249700,1,1249700,1,TRUE,TRUE
RS,BARRACAO,2012,461640,1,461640,1,TRUE,TRUE
RS,BARROS CASSAL,2007,939905,1,939905,1,TRUE,TRUE
RS,BENJAMIN CONSTANT DO SUL,2008,228000,1,228000,1,TRUE,TRUE
RS,BENTO GONCALVES,2011,5584344,2,5584344,2,TRUE,TRUE
RS,BOA VISTA DAS MISSOES,2008,126750,1,126750,1,TRUE,TRUE
RS,BOA VISTA DO BURICA,2008,1000000,1,1000000,1,TRUE,TRUE
RS,BOA VISTA DO BURICA,2014,369240,1,369240,1,TRUE,TRUE
RS,BOA VISTA DO CADEADO,2011,1100000,1,1100000,1,TRUE,TRUE
RS,BOA VISTA DO INCRA,2005,120000,1,120000,1,TRUE,TRUE
RS,BOA VISTA DO INCRA,2011,246000,1,246000,1,TRUE,TRUE
RS,BOM JESUS,2008,426200,1,426200,1,TRUE,TRUE
RS,BOM JESUS,2009,873000,1,873000,1,TRUE,TRUE
RS,BOM JESUS,2010,127000,1,127000,1,TRUE,TRUE
RS,BOM PRINCIPIO,2003,496249,1,496249,1,TRUE,TRUE
RS,BOM PRINCIPIO,2009,558550,1,558550,1,TRUE,TRUE
RS,BOM PROGRESSO,2010,358000,1,358000,1,TRUE,TRUE
RS,BOM RETIRO DO SUL,2004,475708,2,475708,2,TRUE,TRUE
RS,BOM RETIRO DO SUL,2009,1250000,1,1250000,1,TRUE,TRUE
RS,BOQUEIRAO DO LEAO,2011,696000,1,696000,1,TRUE,TRUE
RS,BOSSOROCA,2003,13956999,1,139570,1,TRUE,TRUE
RS,BOSSOROCA,2008,399972,1,399972,1,TRUE,TRUE
RS,BOSSOROCA,2009,728000,1,728000,1,TRUE,TRUE
RS,BOZANO,2009,550000,1,550000,1,TRUE,TRUE
RS,BRAGA,2007,427110,2,427110,2,TRUE,TRUE
RS,BRAGA,2010,274300,1,274300,1,TRUE,TRUE
RS,BROCHIER,2007,400000,1,400000,1,TRUE,TRUE
RS,BROCHIER,2008,172700,1,172700,1,TRUE,TRUE
RS,BUTIA,2007,595149,1,595149,1,TRUE,TRUE
RS,CACAPAVA DO SUL,2010,853200,1,853200,1,TRUE,TRUE
RS,CACHOEIRA DO SUL,2010,2844400,1,2844400,1,TRUE,TRUE
RS,CACHOEIRINHA,2003,83675424,1,836754,1,TRUE,TRUE
RS,CACHOEIRINHA,2004,86999289,2,3878296,2,TRUE,TRUE
RS,CACHOEIRINHA,2005,900424,1,900424,1,TRUE,TRUE
RS,CACHOEIRINHA,2007,419702,1,419702,1,TRUE,TRUE
RS,CACHOEIRINHA,2012,1567839198,3,3089200,2,TRUE,TRUE
RS,CACHOEIRINHA,2013,673075,1,673075,1,TRUE,TRUE
RS,CACIQUE DOBLE,2007,340000,1,340000,1,TRUE,TRUE
RS,CACIQUE DOBLE,2010,274300,1,274300,1,TRUE,TRUE
RS,CAIBATE,2005,255000,1,255000,1,TRUE,TRUE
RS,CAIBATE,2007,750000,2,750000,2,TRUE,TRUE
RS,CAICARA,2007,202950,1,202950,1,TRUE,TRUE
RS,CAICARA,2008,380250,1,380250,1,TRUE,TRUE
RS,CAICARA,2011,321000,2,321000,2,TRUE,TRUE
RS,CAMAQUA,2004,1000000,3,1000000,3,TRUE,TRUE
RS,CAMAQUA,2006,2768500,3,2768500,3,TRUE,TRUE
RS,CAMBARA DO SUL,2010,1000000,1,1000000,1,TRUE,TRUE
RS,CAMPESTRE DA SERRA,2003,234000,1,234000,1,TRUE,TRUE
RS,CAMPESTRE DA SERRA,2008,299450,1,299450,1,TRUE,TRUE
RS,CAMPESTRE DA SERRA,2010,470000,1,470000,1,TRUE,TRUE
RS,CAMPESTRE DA SERRA,2011,80000,1,80000,1,TRUE,TRUE
RS,CAMPESTRE DA SERRA,2012,335000,1,335000,1,TRUE,TRUE
RS,CAMPINAS DO SUL,2008,299450,1,299450,1,TRUE,TRUE
RS,CAMPINAS DO SUL,2009,205000,1,205000,1,TRUE,TRUE
RS,CAMPO BOM,2004,103002246,1,1030022,1,TRUE,TRUE
RS,CAMPO BOM,2010,1416400,2,1416400,2,TRUE,TRUE
RS,CAMPO BOM,2014,510000,1,510000,1,TRUE,TRUE
RS,CAMPOS BORGES,2007,399990,1,399990,1,TRUE,TRUE
RS,CANDELARIA,2002,543960,3,543960,3,TRUE,TRUE
RS,CANDELARIA,2007,1250000,1,1250000,1,TRUE,TRUE
RS,CANDELARIA,2008,598900,1,598900,1,TRUE,TRUE
RS,CANDIDO GODOI,2007,189900,1,189900,1,TRUE,TRUE
RS,CANDIDO GODOI,2008,413450,1,413450,1,TRUE,TRUE
RS,CANDIOTA,2003,453691,1,453691,1,TRUE,TRUE
RS,CANELA,2004,6042013,1,604201,1,TRUE,TRUE
RS,CANELA,2006,2427000,1,2427000,1,TRUE,TRUE
RS,CANELA,2007,1250000,7,1250000,7,TRUE,TRUE
RS,CANGUCU,2004,1200000,2,1200000,2,TRUE,TRUE
RS,CANGUCU,2007,1979992,2,1979992,2,TRUE,TRUE
RS,CANGUCU,2008,860100,1,860100,1,TRUE,TRUE
RS,CANGUCU,2012,1734400,1,1734400,1,TRUE,TRUE
RS,CANOAS,2004,45430276,2,3028278,2,TRUE,TRUE
RS,CANOAS,2008,340339386,2,339390,1,TRUE,TRUE
RS,CANOAS,2009,15049999999,6,,,TRUE,FALSE
RS,CANOAS,2011,110320186135,5,2635600,1,TRUE,TRUE
RS,CANOAS,2012,296921712,1,,,TRUE,FALSE
RS,CAPAO BONITO DO SUL,2009,540000,1,540000,1,TRUE,TRUE
RS,CAPAO DA CANOA,2010,1250000,1,1250000,1,TRUE,TRUE
RS,CAPAO DO CIPO,2015,1250000,2,1250000,2,TRUE,TRUE
RS,CAPAO DO LEAO,2007,1206199,1,1206199,1,TRUE,TRUE
RS,CAPAO DO LEAO,2014,1396680,1,1396680,1,TRUE,TRUE
RS,CAPELA DE SANTANA,2009,600000,1,600000,1,TRUE,TRUE
RS,CAPITAO,2009,880000,1,880000,1,TRUE,TRUE
RS,CAPITAO,2011,335000,2,335000,2,TRUE,TRUE
RS,CARAA,2011,397800,1,397800,1,TRUE,TRUE
RS,CARAA,2012,396000,1,396000,1,TRUE,TRUE
RS,CARAZINHO,2002,220000,1,220000,1,TRUE,TRUE
RS,CARAZINHO,2006,480000,1,480000,1,TRUE,TRUE
RS,CARAZINHO,2007,1217525,1,1217525,1,TRUE,TRUE
RS,CARAZINHO,2011,303869,3,,,TRUE,FALSE
RS,CARAZINHO,2013,7447731,1,,,TRUE,FALSE
RS,CARAZINHO,2016,1985307,1,2160877,1,TRUE,TRUE
RS,CARLOS BARBOSA,2003,650000,4,650000,4,TRUE,TRUE
RS,CARLOS BARBOSA,2004,36958516,2,427517,2,TRUE,TRUE
RS,CARLOS BARBOSA,2007,824949,1,824949,1,TRUE,TRUE
RS,CARLOS BARBOSA,2016,2173159,1,2184967,1,TRUE,TRUE
RS,CARLOS GOMES,2010,550000,1,550000,1,TRUE,TRUE
RS,CASCA,2007,1073000,1,1073000,1,TRUE,TRUE
RS,CASEIROS,2007,500000,1,500000,1,TRUE,TRUE
RS,CASEIROS,2010,374400,1,374400,1,TRUE,TRUE
RS,CASEIROS,2014,157740,1,157740,1,TRUE,TRUE
RS,CATUIPE,2007,689931,1,689931,1,TRUE,TRUE
RS,CAXIAS DO SUL,2002,28373369,1,2837337,1,TRUE,TRUE
RS,CAXIAS DO SUL,2004,9729046,1,9729046,1,TRUE,TRUE
RS,CAXIAS DO SUL,2006,2070075505,2,6131714,1,TRUE,TRUE
RS,CAXIAS DO SUL,2007,5877665614,12,45658930,11,TRUE,TRUE
RS,CAXIAS DO SUL,2008,10427491425,2,104980289,2,TRUE,TRUE
RS,CAXIAS DO SUL,2011,4797999989,1,47980000,1,TRUE,TRUE
RS,CAXIAS DO SUL,2012,1399999995,1,14000000,1,TRUE,TRUE
RS,CAXIAS DO SUL,2014,1967436999,1,19674370,1,TRUE,TRUE
RS,CAXIAS DO SUL,2017,895200,1,,,TRUE,FALSE
RS,CENTENARIO,2007,197988,1,197988,1,TRUE,TRUE
RS,CENTENARIO,2008,279986,1,279986,1,TRUE,TRUE
RS,CENTENARIO,2012,246000,1,246000,1,TRUE,TRUE
RS,CERRITO,2009,172700,1,172700,1,TRUE,TRUE
RS,CERRO BRANCO,2007,528800,1,528800,1,TRUE,TRUE
RS,CERRO BRANCO,2008,172700,1,172700,1,TRUE,TRUE
RS,CERRO GRANDE,2007,358838,1,358838,1,TRUE,TRUE
RS,CERRO GRANDE,2010,401500,2,401500,2,TRUE,TRUE
RS,CERRO GRANDE DO SUL,2009,494090,1,494090,1,TRUE,TRUE
RS,CERRO LARGO,2008,431445,1,431445,1,TRUE,TRUE
RS,CHAPADA,2007,1000000,2,1000000,2,TRUE,TRUE
RS,CHAPADA,2012,246000,1,246000,1,TRUE,TRUE
RS,CHARQUEADAS,2003,74880,2,74880,2,TRUE,TRUE
RS,CHARQUEADAS,2008,169999999,1,,,TRUE,FALSE
RS,CHARQUEADAS,2009,1144232,1,1144232,1,TRUE,TRUE
RS,CHARQUEADAS,2011,246000,1,246000,1,TRUE,TRUE
RS,CHIAPETTA,2008,400000,1,400000,1,TRUE,TRUE
RS,CHIAPETTA,2011,440700,2,440700,2,TRUE,TRUE
RS,CHUI,2015,635087999,2,,,TRUE,FALSE
RS,CHUI,2016,2938395998,3,,,TRUE,FALSE
RS,CHUVISCA,2008,413450,1,413450,1,TRUE,TRUE
RS,CIDREIRA,2007,324000,1,324000,1,TRUE,TRUE
RS,CIRIACO,2007,418500,1,418500,1,TRUE,TRUE
RS,COLINAS,2009,600000,1,600000,1,TRUE,TRUE
RS,COLORADO,2008,228000,1,228000,1,TRUE,TRUE
RS,COLORADO,2009,1395000,2,1395000,2,TRUE,TRUE
RS,CONDOR,2003,168000,1,168000,1,TRUE,TRUE
RS,CONDOR,2007,803434,2,803434,2,TRUE,TRUE
RS,CONSTANTINA,2002,100000,1,100000,1,TRUE,TRUE
RS,CONSTANTINA,2003,100000,1,100000,1,TRUE,TRUE
RS,CONSTANTINA,2007,337561,1,337561,1,TRUE,TRUE
RS,COQUEIRO BAIXO,2009,519500,1,519500,1,TRUE,TRUE
RS,COQUEIROS DO SUL,2004,180000,2,180000,2,TRUE,TRUE
RS,COQUEIROS DO SUL,2007,405000,2,405000,2,TRUE,TRUE
RS,COQUEIROS DO SUL,2008,240750,1,240750,1,TRUE,TRUE
RS,CORONEL BARROS,2008,240750,1,240750,1,TRUE,TRUE
RS,CORONEL BICACO,2003,123840,1,123840,1,TRUE,TRUE
RS,CORONEL BICACO,2007,300000,1,300000,1,TRUE,TRUE
RS,CORONEL BICACO,2008,240750,1,240750,1,TRUE,TRUE
RS,CORONEL BICACO,2009,194500,1,194500,1,TRUE,TRUE
RS,CORONEL BICACO,2014,450000,1,450000,1,TRUE,TRUE
RS,COTIPORA,2007,600000,2,600000,2,TRUE,TRUE
RS,COXILHA,2006,450000,1,450000,1,TRUE,TRUE
RS,COXILHA,2007,308400,1,308400,1,TRUE,TRUE
RS,CRISSIUMAL,2007,1232000,1,1232000,1,TRUE,TRUE
RS,CRISTAL,2009,674030,1,674030,1,TRUE,TRUE
RS,CRISTAL DO SUL,2007,394000,1,394000,1,TRUE,TRUE
RS,CRUZ ALTA,2002,113670828,1,1136708,1,TRUE,TRUE
RS,CRUZ ALTA,2004,300000,1,300000,1,TRUE,TRUE
RS,CRUZ ALTA,2007,1455000,4,1455000,4,TRUE,TRUE
RS,CRUZ ALTA,2015,1569990,1,1569990,1,TRUE,TRUE
RS,CRUZEIRO DO SUL,2010,1250000,1,1250000,1,TRUE,TRUE
RS,CRUZEIRO DO SUL,2011,582150,2,582150,2,TRUE,TRUE
RS,DAVID CANABARRO,2006,515000,2,515000,2,TRUE,TRUE
RS,DERRUBADAS,2008,240750,1,240750,1,TRUE,TRUE
RS,DEZESSEIS DE NOVEMBRO,2003,39644,1,39644,1,TRUE,TRUE
RS,DILERMANDO DE AGUIAR,2007,376050,3,376050,3,TRUE,TRUE
RS,DOIS IRMAOS,2010,749200,1,749200,1,TRUE,TRUE
RS,DOIS IRMAOS DAS MISSOES,2007,584359,1,584359,1,TRUE,TRUE
RS,DOIS IRMAOS DAS MISSOES,2008,126750,1,126750,1,TRUE,TRUE
RS,DOM FELICIANO,2002,200000,1,200000,1,TRUE,TRUE
RS,DOM FELICIANO,2007,300000,1,300000,1,TRUE,TRUE
RS,DOM FELICIANO,2008,799995,1,799995,1,TRUE,TRUE
RS,DOM FELICIANO,2009,1201000,1,1201000,1,TRUE,TRUE
RS,DOM PEDRITO,2010,293800,1,293800,1,TRUE,TRUE
RS,DOM PEDRO DE ALCANTARA,2007,202220,1,202220,1,TRUE,TRUE
RS,DONA FRANCISCA,2010,360000,1,360000,1,TRUE,TRUE
RS,DOUTOR MAURICIO CARDOSO,2008,587450,2,587450,2,TRUE,TRUE
RS,DOUTOR MAURICIO CARDOSO,2015,497250,1,497250,1,TRUE,TRUE
RS,DOUTOR RICARDO,2009,600000,1,600000,1,TRUE,TRUE
RS,ELDORADO DO SUL,2008,943260,1,943260,1,TRUE,TRUE
RS,ELDORADO DO SUL,2010,447000,1,447000,1,TRUE,TRUE
RS,ENCANTADO,2010,1100000,1,1100000,1,TRUE,TRUE
RS,ENCRUZILHADA DO SUL,2006,43641128,2,648271,2,TRUE,TRUE
RS,ENCRUZILHADA DO SUL,2007,1036000,1,1036000,1,TRUE,TRUE
RS,ENCRUZILHADA DO SUL,2008,527450,1,527450,1,TRUE,TRUE
RS,ENCRUZILHADA DO SUL,2010,812000,1,812000,1,TRUE,TRUE
RS,ENTRE-IJUIS,2009,312000,2,312000,2,TRUE,TRUE
RS,ENTRE-IJUIS,2014,510000,1,510000,1,TRUE,TRUE
RS,ENTRE-IJUIS,2016,200000,1,200000,1,TRUE,TRUE
RS,EREBANGO,2007,500000,1,500000,1,TRUE,TRUE
RS,ERECHIM,2007,2925300,5,2925300,5,TRUE,TRUE
RS,ERNESTINA,2007,499912,1,499912,1,TRUE,TRUE
RS,ERVAL GRANDE,2008,253500,1,253500,1,TRUE,TRUE
RS,ERVAL GRANDE,2013,1200000,1,1200000,1,TRUE,TRUE
RS,ERVAL SECO,2008,684000,1,684000,1,TRUE,TRUE
RS,ERVAL SECO,2009,500000,1,500000,1,TRUE,TRUE
RS,ESMERALDA,2002,217800,2,217800,2,TRUE,TRUE
RS,ESMERALDA,2007,352160,1,352160,1,TRUE,TRUE
RS,ESPUMOSO,2009,800000,1,800000,1,TRUE,TRUE
RS,ESTACAO,2009,741900,1,741900,1,TRUE,TRUE
RS,ESTACAO,2010,123000,1,123000,1,TRUE,TRUE
RS,ESTANCIA VELHA,2009,608000,1,608000,1,TRUE,TRUE
RS,ESTANCIA VELHA,2017,618480,1,618480,1,TRUE,TRUE
RS,ESTEIO,2003,104550,1,104550,1,TRUE,TRUE
RS,ESTEIO,2007,1408240,6,1408240,6,TRUE,TRUE
RS,ESTRELA,2007,500000,1,500000,1,TRUE,TRUE
RS,ESTRELA VELHA,2007,478000,1,478000,1,TRUE,TRUE
RS,ESTRELA VELHA,2008,240750,1,240750,1,TRUE,TRUE
RS,EUGENIO DE CASTRO,2012,369000,1,369000,1,TRUE,TRUE
RS,FAGUNDES VARELA,2010,500000,1,500000,1,TRUE,TRUE
RS,FARROUPILHA,2009,700000,1,700000,1,TRUE,TRUE
RS,FARROUPILHA,2010,1898990,1,1898990,1,TRUE,TRUE
RS,FARROUPILHA,2017,3743519,2,3743519,2,TRUE,TRUE
RS,FAXINAL DO SOTURNO,2007,307599,1,307599,1,TRUE,TRUE
RS,FAXINAL DO SOTURNO,2008,345400,1,345400,1,TRUE,TRUE
RS,FAXINALZINHO,2008,172700,1,172700,1,TRUE,TRUE
RS,FAZENDA VILANOVA,2006,153000,1,153000,1,TRUE,TRUE
RS,FAZENDA VILANOVA,2007,700000,1,700000,1,TRUE,TRUE
RS,FELIZ,2007,800000,1,800000,1,TRUE,TRUE
RS,FLORES DA CUNHA,2006,1134700,1,1134700,1,TRUE,TRUE
RS,FLORIANO PEIXOTO,2008,354750,1,354750,1,TRUE,TRUE
RS,FLORIANO PEIXOTO,2009,450000,1,450000,1,TRUE,TRUE
RS,FONTOURA XAVIER,2007,1050000,1,1050000,1,TRUE,TRUE
RS,FORMIGUEIRO,2007,769000,1,769000,1,TRUE,TRUE
RS,FORMIGUEIRO,2008,499998,1,499998,1,TRUE,TRUE
RS,FORQUETINHA,2007,198000,1,198000,1,TRUE,TRUE
RS,FORTALEZA DOS VALOS,2003,300000,1,300000,1,TRUE,TRUE
RS,FORTALEZA DOS VALOS,2011,785900,1,785900,1,TRUE,TRUE
RS,FREDERICO WESTPHALEN,2007,926363,1,926363,1,TRUE,TRUE
RS,FREDERICO WESTPHALEN,2011,633950,2,633950,2,TRUE,TRUE
RS,GARIBALDI,2007,1102600,1,1102600,1,TRUE,TRUE
RS,GARRUCHOS,2005,414800,1,414800,1,TRUE,TRUE
RS,GARRUCHOS,2011,860000,1,860000,1,TRUE,TRUE
RS,GAURAMA,2010,593000,1,593000,1,TRUE,TRUE
RS,GAURAMA,2011,410000,1,410000,1,TRUE,TRUE
RS,GENERAL CAMARA,2009,530900,1,530900,1,TRUE,TRUE
RS,GENTIL,2007,500000,1,500000,1,TRUE,TRUE
RS,GENTIL,2008,240750,1,240750,1,TRUE,TRUE
RS,GETULIO VARGAS,2010,274300,1,274300,1,TRUE,TRUE
RS,GETULIO VARGAS,2011,1496000,2,1496000,2,TRUE,TRUE
RS,GIRUA,2010,895500,1,895500,1,TRUE,TRUE
RS,GLORINHA,2008,367356,1,367356,1,TRUE,TRUE
RS,GLORINHA,2011,918900,1,918900,1,TRUE,TRUE
RS,GLORINHA,2016,2036000,3,2275822,3,TRUE,TRUE
RS,GRAMADO,2002,7892449,1,789245,1,TRUE,TRUE
RS,GRAMADO,2007,1249929,2,1249929,2,TRUE,TRUE
RS,GRAMADO DOS LOUREIROS,2005,110000,1,110000,1,TRUE,TRUE
RS,GRAMADO DOS LOUREIROS,2007,328000,1,328000,1,TRUE,TRUE
RS,GRAMADO DOS LOUREIROS,2008,200000,1,200000,1,TRUE,TRUE
RS,GRAMADO XAVIER,2007,600000,1,600000,1,TRUE,TRUE
RS,GRAVATAI,2008,800513757,1,,,TRUE,FALSE
RS,GRAVATAI,2015,6560919,1,9379491,1,TRUE,TRUE
RS,GRAVATAI,2017,658938,1,,,TRUE,FALSE
RS,GUABIJU,2009,900000,1,900000,1,TRUE,TRUE
RS,GUAIBA,2008,4567296236,2,,,TRUE,FALSE
RS,GUAIBA,2014,1820999999,1,,,TRUE,FALSE
RS,GUAPORE,2007,1204700,5,1204700,5,TRUE,TRUE
RS,GUARANI DAS MISSOES,2008,1285089,2,1285089,2,TRUE,TRUE
RS,HARMONIA,2008,302624,1,302624,1,TRUE,TRUE
RS,HARMONIA,2009,1222000,1,1222000,1,TRUE,TRUE
RS,HARMONIA,2016,2430000,2,2430000,2,TRUE,TRUE
RS,HERVAL,2009,600000,1,600000,1,TRUE,TRUE
RS,HERVEIRAS,2006,564108,3,564108,3,TRUE,TRUE
RS,HORIZONTINA,2004,648551,1,648551,1,TRUE,TRUE
RS,HORIZONTINA,2010,1200000,1,1200000,1,TRUE,TRUE
RS,HULHA NEGRA,2008,329918,1,329918,1,TRUE,TRUE
RS,HULHA NEGRA,2010,598380,1,598380,1,TRUE,TRUE
RS,HULHA NEGRA,2014,259250,1,259250,1,TRUE,TRUE
RS,HUMAITA,2009,1000000,1,1000000,1,TRUE,TRUE
RS,IBARAMA,2007,543000,1,543000,1,TRUE,TRUE
RS,IBARAMA,2008,345400,1,345400,1,TRUE,TRUE
RS,IBIACA,2009,560200,1,560200,1,TRUE,TRUE
RS,IBIACA,2010,340150,1,340150,1,TRUE,TRUE
RS,IBIACA,2015,329630,1,329630,1,TRUE,TRUE
RS,IBIRAIARAS,2003,268000,1,268000,1,TRUE,TRUE
RS,IBIRAIARAS,2008,413450,1,413450,1,TRUE,TRUE
RS,IBIRAIARAS,2010,415600,1,415600,1,TRUE,TRUE
RS,IBIRAPUITA,2009,859000,1,859000,1,TRUE,TRUE
RS,IBIRUBA,2003,286320,1,286320,1,TRUE,TRUE
RS,IBIRUBA,2009,1039840,1,1039840,1,TRUE,TRUE
RS,IBIRUBA,2016,1184102,4,1184102,4,TRUE,TRUE
RS,IGREJINHA,2009,1250000,1,1250000,1,TRUE,TRUE
RS,IJUI,2009,2908500,1,2908500,1,TRUE,TRUE
RS,ILOPOLIS,2005,299974,1,299974,1,TRUE,TRUE
RS,ILOPOLIS,2008,36221,1,36221,1,TRUE,TRUE
RS,ILOPOLIS,2014,337700,1,337700,1,TRUE,TRUE
RS,INDEPENDENCIA,2007,771000,1,771000,1,TRUE,TRUE
RS,INDEPENDENCIA,2008,354750,1,354750,1,TRUE,TRUE
RS,IPE,2008,126750,1,126750,1,TRUE,TRUE
RS,IPE,2009,824000,1,824000,1,TRUE,TRUE
RS,IRAI,2007,643236,3,643236,3,TRUE,TRUE
RS,IRAI,2009,114000,1,114000,1,TRUE,TRUE
RS,ITACURUBI,2002,89600,1,89600,1,TRUE,TRUE
RS,ITACURUBI,2010,730000,1,730000,1,TRUE,TRUE
RS,ITAPUCA,2008,253500,1,253500,1,TRUE,TRUE
RS,ITAPUCA,2009,580000,1,580000,1,TRUE,TRUE
RS,ITAPUCA,2012,214880,1,214880,1,TRUE,TRUE
RS,ITATIBA DO SUL,2007,350000,1,350000,1,TRUE,TRUE
RS,ITATIBA DO SUL,2008,240750,1,240750,1,TRUE,TRUE
RS,ITATIBA DO SUL,2011,850000,1,850000,1,TRUE,TRUE
RS,IVORA,2006,499990,3,499990,3,TRUE,TRUE
RS,IVORA,2007,284000,1,284000,1,TRUE,TRUE
RS,IVOTI,2009,1247540,1,1247540,1,TRUE,TRUE
RS,IVOTI,2010,203000,1,203000,1,TRUE,TRUE
RS,JABOTICABA,2010,700000,1,700000,1,TRUE,TRUE
RS,JACUIZINHO,2009,228000,1,228000,1,TRUE,TRUE
RS,JACUTINGA,2008,228000,1,228000,1,TRUE,TRUE
RS,JACUTINGA,2009,488000,1,488000,1,TRUE,TRUE
RS,JOIA,2008,413450,1,413450,1,TRUE,TRUE
RS,JOIA,2010,867100,1,867100,1,TRUE,TRUE
RS,JULIO DE CASTILHOS,2003,620746,1,620746,1,TRUE,TRUE
RS,JULIO DE CASTILHOS,2010,943950,1,943950,1,TRUE,TRUE
RS,JULIO DE CASTILHOS,2011,203000,1,203000,1,TRUE,TRUE
RS,LAGOA BONITA DO SUL,2003,4573245,1,45732,1,TRUE,TRUE
RS,LAGOA BONITA DO SUL,2009,490000,1,490000,1,TRUE,TRUE
RS,LAGOA DOS TRES CANTOS,2007,626592,3,626592,3,TRUE,TRUE
RS,LAGOA VERMELHA,2007,1217000,3,1217000,3,TRUE,TRUE
RS,LAJEADO,2007,1841900,6,22000,1,TRUE,TRUE
RS,LAJEADO,2010,183722543,1,,,TRUE,FALSE
RS,LAJEADO DO BUGRE,2009,671500,1,671500,1,TRUE,TRUE
RS,LAVRAS DO SUL,2005,643467,1,643467,1,TRUE,TRUE
RS,LAVRAS DO SUL,2008,228000,1,228000,1,TRUE,TRUE
RS,LAVRAS DO SUL,2011,888000,2,888000,2,TRUE,TRUE
RS,LIBERATO SALZANO,2004,327240,1,327240,1,TRUE,TRUE
RS,LINDOLFO COLLOR,2010,345500,1,345500,1,TRUE,TRUE
RS,LINDOLFO COLLOR,2011,322000,2,322000,2,TRUE,TRUE
RS,MACAMBARA,2010,589500,1,589500,1,TRUE,TRUE
RS,MACAMBARA,2014,780000,1,780000,1,TRUE,TRUE
RS,MACHADINHO,2007,549999,2,549999,2,TRUE,TRUE
RS,MACHADINHO,2008,172700,1,172700,1,TRUE,TRUE
RS,MANOEL VIANA,2011,759900,1,759900,1,TRUE,TRUE
RS,MAQUINE,2010,610000,1,610000,1,TRUE,TRUE
RS,MARATA,2002,228000,1,228000,1,TRUE,TRUE
RS,MARATA,2009,300000,1,300000,1,TRUE,TRUE
RS,MARATA,2010,137150,1,137150,1,TRUE,TRUE
